dataset,task,class,feature,seed,coefficient_mean,coefficient_sd,fold_selection_frequency,n_folds,selected
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Large elongated),0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Large elongated),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Large elongated),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (SMA hi Vimentin hi),0,-0.10317893759530994,0.2307151183093217,0.2,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (SMA hi Vimentin hi),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (SMA hi Vimentin hi),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Small circular),0,0.3205538660844508,0.2044036030882579,1.0,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Small circular),1,0.19005332742540726,0.22052479115468734,0.6,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Small circular),2,0.34948891572639534,0.21102421473343028,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Small elongated),0,0.04970846223889388,0.1111515006231481,0.2,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Small elongated),1,0.059034734547233327,0.0818324052380335,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Small elongated),2,0.030252597797664916,0.04338731373175716,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Vimentin hi),0,0.46347988631591636,0.2126553573925664,1.0,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Vimentin hi),1,0.3834291436475577,0.13670662935951505,1.0,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Stroma (Vimentin hi),2,0.459257266229924,0.2706579087329865,1.0,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__T & B cells,0,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__T & B cells,1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__T & B cells,2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__T cell,0,-0.07785164893812209,0.09654225223557232,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__T cell,1,-0.04979608186484952,0.06875377695803205,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__T cell,2,-0.08407147790271194,0.11374489203951933,0.6,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Apoptotic),0,0.11984940476353681,0.16934488646019097,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Apoptotic),1,0.08901991261651995,0.13295914744067164,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Apoptotic),2,0.048702196179325266,0.10890142131050183,0.2,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Basal CK),0,0.1568619090401422,0.14778149127985726,1.0,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Basal CK),1,0.1498450229158475,0.14503191759437786,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (Basal CK),2,0.17036340522111493,0.22077491255392873,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK lo HR hi p53+),0,-0.023503944568855212,0.033890725250195076,0.4,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK lo HR hi p53+),1,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK lo HR hi p53+),2,-0.004072440844293063,0.009106254562185924,0.2,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK lo HR lo),0,0.08598149449194743,0.14832646324495832,0.6,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK lo HR lo),1,0.01918334485736977,0.04289526313689982,0.2,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK lo HR lo),2,0.0,0.0,0.0,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK+ HR hi),0,-0.036727552308030306,0.10657987955394711,0.8,5,True
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK+ HR hi),1,0.006110528923581732,0.01366355805160737,0.2,5,False
BC-Jackson2020,response,1,patch_quantile_0.25_composition__Tumor (CK+ HR hi),2,0.0,0.0,0.0,5,False
