dataset,task,scheme,model,class,feature,mean_abs_shap,sd_abs_shap,mean_shap,value_shap_spearman,top_fold_frequency,n_fold_models,n_explained_regions,direction_consistency,direction
crc_schurch2020,DFS,cv,cox,risk,dirt,0.08564227903593978,0.048827058618392066,-0.02882988036922975,0.6,0.8666666666666667,15,420,0.8,higher value increases prediction
crc_schurch2020,DFS,cv,cox,risk,smooth muscle,0.07207115720876305,0.08406412333185555,-0.017914445262626498,-0.7333333333333332,0.4666666666666667,15,420,0.8666666666666667,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,CD11b+ monocytes,0.062298383488317066,0.11489787628842148,-0.0470523662338263,-1.0,0.2,15,420,1.0,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,NK cells,0.054947346393282234,0.03135788523750089,-0.003899962767215346,-0.9999999999999999,0.6666666666666666,15,420,1.0,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,CD163+ macrophages,0.05017933638435489,0.0282536982391108,0.0032679191631290465,-0.8666666666666666,0.6666666666666666,15,420,0.9333333333333333,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,immune cells,0.04415621121286039,0.062017327378728795,-0.01860203970257851,-0.3333333333333333,0.3333333333333333,15,420,0.6666666666666666,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,adipocytes,0.04282677984219652,0.028696754197166975,-0.0024139976346880644,0.8666666666666667,0.4666666666666667,15,420,0.9333333333333333,higher value increases prediction
crc_schurch2020,DFS,cv,cox,risk,CD68+ macrophages GzmB+,0.037976499410572934,0.035020163423392814,0.005275908882646813,-0.6,0.4,15,420,0.8,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,CD11b+CD68+ macrophages,0.037913433156450356,0.04210869756289847,-0.003719049568675017,-0.8666666666666667,0.26666666666666666,15,420,0.9333333333333333,higher value decreases prediction
crc_schurch2020,DFS,cv,cox,risk,CD11c+ DCs,0.025848910035649854,0.030554382665523544,0.01317246425855145,-0.4666666666666667,0.13333333333333333,15,420,0.7333333333333333,higher value decreases prediction
crc_schurch2020,OS,cv,cox,risk,Tregs,0.24406680969264224,0.07311281123736248,7.324152880489691e-05,-0.9999999999999999,1.0,15,420,1.0,higher value decreases prediction
crc_schurch2020,OS,cv,cox,risk,CD68+ macrophages,0.19247185812815673,0.05946276107586111,-0.004709466423699306,0.9999999999999999,1.0,15,420,1.0,higher value increases prediction
crc_schurch2020,OS,cv,cox,risk,lymphatics,0.18071687267183342,0.0819395574924281,0.0034435610506401352,1.0,1.0,15,420,1.0,higher value increases prediction
crc_schurch2020,OS,cv,cox,risk,stroma,0.1647737667608962,0.05090050534869335,0.0003066327359621671,-0.9999999999999998,1.0,15,420,1.0,higher value decreases prediction
crc_schurch2020,OS,cv,cox,risk,CD68+CD163+ macrophages,0.15614900235327675,0.09926568170330063,-0.008053696850924151,0.8666666666666665,0.9333333333333333,15,420,0.9333333333333333,higher value increases prediction
crc_schurch2020,OS,cv,cox,risk,B cells,0.15580413686258449,0.07140033617532382,-0.007009181808137534,-0.9999999999999999,1.0,15,420,1.0,higher value decreases prediction
crc_schurch2020,OS,cv,cox,risk,plasma cells,0.1405380465967388,0.13236550886886891,0.024811550701261117,0.9999999999999998,1.0,15,420,1.0,higher value increases prediction
crc_schurch2020,OS,cv,cox,risk,vasculature,0.1384234339365792,0.08157915799960709,-0.003218115760573024,-0.9999999999999998,1.0,15,420,1.0,higher value decreases prediction
crc_schurch2020,OS,cv,cox,risk,CD8+ T cells,0.1341880288137742,0.0962671611048698,-0.008951100402124428,0.9999999999999998,0.8,15,420,1.0,higher value increases prediction
crc_schurch2020,OS,cv,cox,risk,CD4+ T cells CD45RO+,0.12232543951245865,0.05764685444384296,0.000638864847280007,-0.9999999999999998,0.9333333333333333,15,420,1.0,higher value decreases prediction
